002272	American Micro-Fuel Device Corp.
D05875	Active Control Technology Inc.
D058A8	zte corporation
D059C3	CeraMicro Technology Corporation
D059E4	Samsung Electronics Co.,Ltd
D05A0F	I-BT DIGITAL CO.,LTD
D05AF1	Shenzhen Pulier Tech CO.,Ltd
D05BA8	zte corporation
D05C7A	Sartura d.o.o.
D05FB8	Texas Instruments
D05FCE	Hitachi Data Systems
D0608C	zte corporation
D062A0	China Essence Technology (Zhumadian) Co., Ltd.
D0634D	Meiko Maschinenbau GmbH &amp; Co. KG
D063B4	SolidRun Ltd.
D065CA	HUAWEI TECHNOLOGIES CO.,LTD
D0667B	Samsung Electronics Co.,Ltd
D067E5	Dell Inc.
D0699E	LUMINEX Lighting Control Equipment
D069D0	Verto Medical Solutions, LLC
D06A1F	BSE CO.,LTD.
D06F4A	TOPWELL INTERNATIONAL HOLDINGS LIMITED
D06F82	HUAWEI TECHNOLOGIES CO.,LTD
D071C4	zte corporation
D072DC	Cisco Systems, Inc
D0737F	Mini-Circuits
D0738E	DONG OH PRECISION CO., LTD.
D073D5	LIFI LABS MANAGEMENT PTY LTD
D075BE	Reno A&E
D07650	IEEE Registration Authority
D07AB5	HUAWEI TECHNOLOGIES CO.,LTD
D07C2D	Leie IOT technology Co., Ltd
D07DE5	Forward Pay Systems, Inc.
D07E28	Hewlett Packard
D07E35	Intel Corporate
D083D4	XTel ApS
D084B0	Sagemcom Broadband SAS
D087E2	Samsung Electronics Co.,Ltd
D08999	APCON, Inc.
D08A55	Skullcandy
D08B7E	Passif Semiconductor
D08CB5	Texas Instruments
D08CFF	UPWIS AB
D0929E	Microsoft Corporation
D09380	Ducere Technologies Pvt. Ltd.
D093F8	Stonestreet One LLC
D095C7	Pantech Co., Ltd.
D099D5	Alcatel-               # Alcatel-Lucent
D09B05	Emtronix
D09C30	Foster Electric Company, Limited
D09D0A	Linkcom
D09DAB	TCT mobile ltd
D0A0D6	Chengdu TD Tech Ltd.
D0A311	Neuberger Gebäudeautomation GmbH
D0A4B1	Sonifex Ltd.
D0A5A6	Cisco Systems, Inc
D0A637	Apple, Inc.
D0AEEC	Alpha Networks Inc.
D0AFB6	Linktop Technology Co., LTD
D0B0CD	Moen
D0B2C4	Technicolor CH USA Inc.
D0B33F	Shenzhen TINNO Mobile Technology Corp.
D0B498	Robert Bosch LLC Automotive Electronics
D0B523	Bestcare Cloucal Corp.
D0B53D	SEPRO ROBOTIQUE
D0B5C2	Texas Instruments
D0BAE4	Shanghai MXCHIP Information Technology Co., Ltd.
D0BB80	SHL Telemedicine International Ltd.
D0BD01	DS International
D0BE2C	CNSLink Co., Ltd.
D0BF9C	Hewlett Packard
D0C0BF	Actions Microelectronics Co., Ltd
D0C193	SKYBELL, INC
D0C1B1	Samsung Electronics Co.,Ltd
D0C282	Cisco Systems, Inc
D0C42F	Tamagawa Seiki Co.,Ltd.
D0C5F3	Apple, Inc.
D0C789	Cisco Systems, Inc
D0C7C0	TP-LINK TECHNOLOGIES CO.,LTD.
D0CDE1	Scientech Electronics
D0CF5E	Energy Micro AS
D0D04B	HUAWEI TECHNOLOGIES CO.,LTD
D0D0FD	Cisco Systems, Inc
D0D212	K2NET Co.,Ltd.
D0D286	Beckman Coulter K.K.
D0D3FC	Mios, Ltd.
D0D412	ADB Broadband Italia
D0D471	MVTECH co., Ltd
D0D6CC	Wintop
D0D94F	IEEE Registration Authority
D0DB32	Nokia Corporation
D0DF9A	Liteon Technology Corporation
D0DFB2	Genie Networks Limited
D0DFC7	Samsung Electronics Co.,Ltd
D0E140	Apple, Inc.
D0E347	Yoga
D0E40B	Wearable Inc.
D0E44A	Murata Manufacturing Co., Ltd.
D0E54D	ARRIS Group, Inc.
D0E782	AzureWave Technology Inc.
D0EB03	Zhehua technology limited
D0EB9E	Seowoo Inc.
D0F0DB	Ericsson
D0F27F	SteadyServ Technoligies, LLC
D0F73B	Helmut Mauell GmbH Werk Weida
D0F88C	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
D0FA1D	Qihoo  360  Technology Co.,Ltd
D0FCCC	Samsung Electronics Co.,Ltd
D0FF50	Texas Instruments
D0FF98	HUAWEI TECHNOLOGIES CO.,LTD
D4000D	Phoenix Broadband Technologies, LLC.
D40057	MC Technologies GmbH
D40129	Broadcom
D4016D	TP-LINK TECHNOLOGIES CO.,LTD.
D4024A	Delphian Systems LLC
D404CD	ARRIS Group, Inc.
D404FF	Juniper Networks
D40598	ARRIS Group, Inc.
D40AA9	ARRIS Group, Inc.
D40B1A	HTC Corporation
D40BB9	Solid Semecs bv.
D40FB2	Applied Micro Electronics AME bv
D41090	iNFORM Systems AG
D410CF	Huanshun Network Science and Technology Co., Ltd.
D411D6	ShotSpotter, Inc.
D41296	Anobit Technologies Ltd.
D412BB	Quadrant Components Inc. Ltd
D4136F	Asia Pacific Brands
D41C1C	RCF S.P.A.
D41D71	Palo Alto Networks
D41E35	TOHO Electronics INC.
D41F0C	JAI Oy
D4206D	HTC Corporation
D42122	Sercomm Corporation
D4223F	Lenovo Mobile Communication Technology Ltd.
D4224E	Alcatel Lucent
D42751	Infopia Co., Ltd
D428B2	ioBridge, Inc.
D428D5	TCT mobile ltd
D429EA	Zimory GmbH
D42C0F	ARRIS Group, Inc.
D42C3D	Sky Light Digital Limited
D42C44	Cisco Systems, Inc
D42F23	Akenori PTE Ltd
D4319D	Sinwatec
D43266	Fike Corporation
D43639	Texas Instruments
D436DB	Jiangsu Toppower Automotive Electronics Co., Ltd
D437D7	zte corporation
D43A65	IGRS Engineering Lab Ltd.
D43AE9	DONGGUAN ipt INDUSTRIAL CO., LTD
D43D67	Carma Industries Inc.
D43D7E	Micro-Star Int'l Co, Ltd
D440F0	HUAWEI TECHNOLOGIES CO.,LTD
D44165	SICHUAN TIANYI COMHEART TELECOMCO.,LTD
D443A8	Changzhou Haojie Electric Co., Ltd.
D445E8	Jiangxi Hongpai Technology Co., Ltd.
D44B5E	TAIYO YUDEN CO., LTD.
D44C24	Vuppalamritha Magnetic Components LTD
D44C9C	Shenzhen YOOBAO Technology Co.Ltd
D44CA7	Informtekhnika & Communication, LLC
D44F80	Kemper Digital GmbH
D4503F	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
D4507A	CEIVA Logic, Inc
D4522A	TangoWiFi.com
D45251	IBT Ingenieurbureau Broennimann Thun
D45297	nSTREAMS Technologies, Inc.
D453AF	VIGO System S.A.
D45556	Fiber Mountain Inc.
D455BE	SHENZHEN FAST TECHNOLOGIES CO.,LTD
D45AB2	Galleon Systems
D45C70	Wi-Fi Alliance
D45D42	Nokia Corporation
D45F25	Shenzhen YOUHUA Technology Co., Ltd
D4612E	HUAWEI TECHNOLOGIES CO.,LTD
D46132	Pro Concept Manufacturer Co.,Ltd.
D4619D	Apple, Inc.
D461FE	Hangzhou H3C Technologies Co., Limited
D463FE	Arcadyan Corporation
D464F7	CHENGDU USEE DIGITAL TECHNOLOGY CO., LTD
D466A8	Riedo Networks GmbH
D46761	SAHAB TECHNOLOGY
D467E7	Fiberhome Telecommunication Technologies Co.,LTD
D4684D	Ruckus Wireless
D46867	Neoventus Design Group
D468BA	Shenzhen Sundray Technologies Company Limited
D46A6A	Hon Hai Precision Ind. Co.,Ltd.
D46A91	Snap AV
D46AA8	HUAWEI TECHNOLOGIES CO.,LTD
D46CBF	Goodrich ISR
D46CDA	CSM GmbH
D46D50	Cisco Systems, Inc
D46E0E	TP-LINK TECHNOLOGIES CO.,LTD.
D46E5C	HUAWEI TECHNOLOGIES CO.,LTD
D46F42	WAXESS USA Inc
D47208	Bragi GmbH
D476EA	zte corporation
D47856	Avaya Inc
D479C3	Cameronet GmbH & Co. KG
D47AE2	Samsung Electronics Co.,Ltd
D47B35	NEO Monitors AS
D47B75	HARTING Electronics GmbH
D47BB0	ASKEY COMPUTER CORP
D47DFC	TECNO MOBILE LIMITED
D481CA	iDevices, LLC
D481D7	Dell Inc.
D4823E	Argosy Technologies, Ltd.
D48304	SHENZHEN FAST TECHNOLOGIES CO.,LTD
D48564	Hewlett Packard
D487D8	Samsung Electronics Co.,Ltd
D4883F	HDPRO CO., LTD.
D48890	Samsung Electronics Co.,Ltd
D48CB5	Cisco Systems, Inc
D48DD9	Meld Technology, Inc
D48F33	Microsoft Corporation
D48FAA	Sogecam Industrial, S.A.
D490E0	Wachendorff Automation GmbH & Co KG
D491AF	Electroacustica General Iberica, S.A.
D49398	Nokia Corporation
D493A0	Fidelix Oy
D4945A	COSMO CO., LTD
D494A1	Texas Instruments
D494E8	HUAWEI TECHNOLOGIES CO.,LTD
D49524	Clover Network, Inc.
D496DF	SUNGJIN C&T CO.,LTD
D4970B	Xiaomi Communications Co Ltd
D49A20	Apple, Inc.
D49B5C	Chongqing Miedu Technology Co., Ltd.
D49C28	JayBird LLC
D49C8E	University of FUKUI
D49E6D	Wuhan Zhongyuan Huadian Science & Technology Co.,
D4A02A	Cisco Systems, Inc
D4A148	HUAWEI TECHNOLOGIES CO.,LTD
D4A425	SMAX Technology Co., Ltd.
D4A499	InView Technology Corporation
D4A928	GreenWave Reality Inc
D4AAFF	MICRO WORLD
D4AC4E	BODi rS, LLC
D4AD2D	Fiberhome Telecommunication Technologies Co.,LTD
D4AE05	Samsung Electronics Co.,Ltd
D4AE52	Dell Inc.
D4B110	HUAWEI TECHNOLOGIES CO.,LTD
D4B169	Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
D4B43E	Messcomp Datentechnik GmbH
D4B8FF	Home Control Singapore Pte Ltd
D4BED9	Dell Inc.
D4BF2D	SE Controls Asia Pacific Ltd
D4BF7F	Upvel
D4C1C8	zte corporation
D4C1FC	Nokia Corporation
D4C766	Acentic GmbH
D4C8B0	Prime Electronics & Satellitics Inc.
D4C9B2	Quanergy Systems Inc
D4C9EF	Hewlett Packard
D4CA6D	Routerboard.com
D4CA6E	u-blox AG
D4CBAF	Nokia Corporation
D4CEB8	Enatel LTD
D4CF37	Symbolic IO
D4CFF9	Shenzhen Sen5 Technology Co., Ltd.
D4D184	ADB Broadband Italia
D4D249	Power Ethernet
D4D50D	Southwest Microwave, Inc
D4D748	Cisco Systems, Inc
D4D7A9	Shanghai Kaixiang Info Tech LTD
D4D898	Korea CNO Tech Co., Ltd
D4D919	Gopro
D4DCCD	Apple, Inc.
D4DF57	Alpinion Medical Systems
D4E08E	ValueHD Corporation
D4E32C	S. Siedle & Sohne
D4E33F	Nokia
D4E8B2	Samsung Electronics Co.,Ltd
D4E90B	CVT CO.,LTD
D4EA0E	Avaya Inc
D4EC0C	Harley-Davidson Motor Company
D4EC86	LinkedHope Intelligent Technologies Co., Ltd
D4EE07	HIWIFI Co., Ltd.
D4F027	Navetas Energy Management
D4F0B4	Napco Security Technologies
D4F143	IPROAD.,Inc
D4F207	DIAODIAO(Beijing)Technology CO.,Ltd
D4F46F	Apple, Inc.
D4F4BE	Palo Alto Networks
D4F513	Texas Instruments
D4F63F	IEA S.R.L.
D4F9A1	HUAWEI TECHNOLOGIES CO.,LTD
D8004D	Apple, Inc.
D8052E	Skyviia Corporation
D806D1	Honeywell Fire System (Shanghai) Co,. Ltd.
D808F5	Arcadia Networks Co. Ltd.
D809C3	Cercacor Labs
D80CCF	C.G.V. S.A.S.
D80DE3	FXI TECHNOLOGIES AS
D80F99	Hon Hai Precision Ind. Co.,Ltd.
D814D6	SURE SYSTEM Co Ltd
D8150D	TP-LINK TECHNOLOGIES CO.,LTD.
D8160A	Nippon Electro-Sensory Devices
D816C1	DEWAV (HK) ELECTRONICS LIMITED
D8182B	Conti Temic Microelectronic GmbH
D8197A	Nuheara Ltd
D819CE	Telesquare
D81BFE	TWINLINX CORPORATION
D81C14	Compacta International, Ltd.
D81D72	Apple, Inc.
D81EDE	B&W Group Ltd
D81FCC	Brocade Communications Systems, Inc.
D8209F	Cubro Acronet GesmbH
D824BD	Cisco Systems, Inc
D82522	ARRIS Group, Inc.
D825B0	Rockeetech Systems Co.,Ltd.
D826B9	Guangdong Coagent Electronics S&amp;T Co.,Ltd.
D8270C	MaxTronic International Co., Ltd.
D828C9	General Electric Consumer and Industrial
D82916	Ascent Communication Technology
D82986	Best Wish Technology LTD
D82A15	Leitner SpA
D82A7E	Nokia Corporation
D82D9B	Shenzhen G.Credit Communication Technology Co., Ltd
D82DE1	Tricascade Inc.
D83062	Apple, Inc.
D831CF	Samsung Electronics Co.,Ltd
D83214	Tenda Technology Co.,Ltd.Dongguan branch
D8325A	Shenzhen YOUHUA Technology Co., Ltd
D8337F	Office FA.com Co.,Ltd.
D837BE	Shanghai Gongjing Telecom Technology Co,LTD
D8380D	SHENZHEN IP-COM Network Co.,Ltd
D838FC	Ruckus Wireless
D83C69	Shenzhen TINNO Mobile Technology Corp.
D842AC	Shanghai Feixun Communication Co.,Ltd.
D842E2	Canary Connect, Inc.
D8452B	Integrated Device Technology (Malaysia) Sdn. Bhd.
D84606	Silicon Valley Global Marketing
D84710	Sichuan Changhong Electric Ltd.
D848EE	Hangzhou Xueji Technology Co., Ltd.
D8490B	HUAWEI TECHNOLOGIES CO.,LTD
D8492F	CANON INC.
D84A87	OI ELECTRIC CO.,LTD
D84B2A	Cognitas Technologies, Inc.
D84FB8	LG ELECTRONICS
D850E6	ASUSTek COMPUTER INC.
D8543A	Texas Instruments
D854A2	Aerohive Networks Inc.
D855A3	zte corporation
D857EF	Samsung Electronics Co.,Ltd
D858D7	CZ.NIC, z.s.p.o.
D85B2A	Samsung Electronics Co.,Ltd
D85D4C	TP-LINK TECHNOLOGIES CO.,LTD.
D85D84	CAx soft GmbH
D85DE2	Hon Hai Precision Ind. Co.,Ltd.
D85DEF	Busch-Jaeger Elektro GmbH
D85DFB	Private
D860B0	bioMérieux Italia S.p.A.
D860B3	Guangdong Global Electronic Technology CO.，LTD
D86194	Objetivos y Sevicios de Valor Añadido
D862DB	Eno Inc.
D86595	Toy's Myth Inc.
D866C6	Shenzhen Daystar Technology Co.,ltd
D866EE	BOXIN COMMUNICATION CO.,LTD.
D867D9	Cisco Systems, Inc
D86960	Steinsvik
D86BF7	Nintendo Co., Ltd.
D86C02	Huaqin Telecom Technology Co.,Ltd
D86CE9	Sagemcom Broadband SAS
D87157	Lenovo Mobile Communication Technology Ltd.
D87495	zte corporation
D87533	Nokia Corporation
D8760A	Escort, Inc.
D878E5	KUHN SA
D87988	Hon Hai Precision Ind. Co.,Ltd.
D87CDD	SANIX INCORPORATED
D87EB1	x.o.ware, inc.
D88039	Microchip Technology Inc.
D8803C	Anhui Huami Information Technology Company Limited
D881CE	AHN INC.
D88466	Extreme Networks
D887D5	Leadcore Technology CO.,LTD
D888CE	RF Technology Pty Ltd
D88A3B	Unit-Em
D88B4C	KingTing Tech.
D88D5C	Elentec
D890E8	Samsung Electronics Co.,Ltd
D89341	General Electric Global Research
D89403	Hewlett Packard Enterprise
D8952F	Texas Instruments
D89685	Gopro
D89695	Apple, Inc.
D896E0	Alibaba Cloud Computing Ltd.
D8973B	Artesyn Embedded Technologies
D89760	C2 Development, Inc.
D8977C	Grey Innovation
D897BA	PEGATRON CORPORATION
D89A34	Beijing SHENQI Technology Co., Ltd.
D89D67	Hewlett Packard
D89DB9	eMegatech International Corp.
D89E3F	Apple, Inc.
D8A105	Syslane, Co., Ltd.
D8A25E	Apple, Inc.
D8ADDD	Sonavation, Inc.
D8AE90	Itibia Technologies
D8AF3B	Hangzhou Bigbright Integrated communications system Co.,Ltd
D8AFF1	Panasonic Appliances Company
D8B02E	Guangzhou Zonerich Business Machine Co., LTD.
D8B04C	Jinan USR IOT Technology Co., Ltd.
D8B12A	Panasonic Mobile Communications Co., Ltd.
D8B190	Cisco Systems, Inc
D8B377	HTC Corporation
D8B6B7	Comtrend Corporation
D8B6C1	NetworkAccountant, Inc.
D8B6D6	Blu Tether Limited
D8B8F6	Nantworks
D8B90E	Triple Domain Vision Co.,Ltd.
D8BB2C	Apple, Inc.
D8BF4C	Victory Concept Electronics Limited
D8C068	Netgenetech.co.,ltd.
D8C06A	Hunantv.com Interactive Entertainment Media Co.,Ltd.
D8C3FB	Detracom
D8C46A	Murata Manufacturing Co., Ltd.
D8C4E9	Samsung Electronics Co.,Ltd
D8C691	Hichan Technology Corp.
D8C771	HUAWEI TECHNOLOGIES CO.,LTD
D8C7C8	Aruba Networks
D8C8E9	Phicomm (Shanghai) Co., Ltd.
D8C99D	EA DISPLAY LIMITED
D8CB8A	Micro-Star INTL CO., LTD.
D8CF9C	Apple, Inc.
D8D1CB	Apple, Inc.
D8D27C	JEMA ENERGY, SA
D8D385	Hewlett Packard
D8D43C	Sony Corporation
D8D5B9	Rainforest Automation, Inc.
D8D67E	GSK CNC EQUIPMENT CO.,LTD
D8D723	IDS, Inc
D8D866	SHENZHEN TOZED TECHNOLOGIES CO.,LTD.
D8DA52	APATOR S.A.
D8DCE9	Kunshan Erlab ductless filtration system Co.,Ltd
D8DD5F	BALMUDA Inc.
D8DDFD	Texas Instruments
D8DECE	ISUNG CO.,LTD
D8DF0D	beroNet GmbH
D8E0B8	BULAT LLC
D8E0E1	Samsung Electronics Co.,Ltd
D8E3AE	CIRTEC MEDICAL SYSTEMS
D8E56D	TCT mobile ltd
D8E72B	NetScout Systems, Inc.
D8E743	Wush, Inc
D8E952	Keopsys
D8EB97	TRENDnet, Inc.
D8EE78	Moog Protokraft
D8EFCD	Nokia
D8F0F2	Zeebo Inc
D8F710	Libre Wireless Technologies Inc.
D8FB11	Axacore
D8FB5E	ASKEY COMPUTER CORP
D8FB68	Cloud Corner Ltd.
D8FC38	Giantec Semiconductor Inc
D8FC93	Intel Corporate
D8FE8F	IDFone Co., Ltd.
D8FEE3	D-Link International
DC0077	TP-LINK TECHNOLOGIES CO.,LTD.
DC0265	Meditech Kft
DC028E	zte corporation
DC052F	National Products Inc.
DC0575	SIEMENS ENERGY AUTOMATION
DC05ED	Nabtesco  Corporation
DC07C1	HangZhou QiYang Technology Co.,Ltd.
DC0856	Alcatel-               # Alcatel-Lucent Enterprise
DC0914	Talk-A-Phone Co.
DC094C	HUAWEI TECHNOLOGIES CO.,LTD
DC0B1A	ADB Broadband Italia
DC0B34	LG Electronics (Mobile Communications)
DC0C5C	Apple, Inc.
DC0D30	Shenzhen Feasycom Technology Co., Ltd.
DC0EA1	COMPAL INFORMATION (KUNSHAN) CO., LTD.
DC15DB	Ge Ruili Intelligent Technology ( Beijing ) Co., Ltd.
DC16A2	Medtronic Diabetes
DC175A	Hitachi High-Technologies Corporation
DC1792	Captivate Network
DC1A01	Ecoliv Technology ( Shenzhen ) Ltd.
DC1AC5	vivo Mobile Communication Co., Ltd.
DC1D9F	U & B tech
DC1DD4	Microstep-MIS spol. s r.o.
DC1EA3	Accensus LLC
DC2008	ASD Electronics Ltd
DC293A	Shenzhen Nuoshi Technology Co., LTD.
DC2A14	Shanghai Longjing Technology Co.
DC2B2A	Apple, Inc.
DC2B61	Apple, Inc.
DC2B66	InfoBLOCK S.A. de C.V.
DC2BCA	Zera GmbH
DC2C26	Iton Technology Limited
DC2DCB	Beijing Unis HengYue Technology Co., Ltd.
DC2E6A	HCT. Co., Ltd.
DC2F03	Step forward Group Co., Ltd.
DC309C	Heyrex Limited
DC330D	Qingdao Haier Telecom Co.，Ltd
DC3350	TechSAT GmbH
DC35F1	Positivo Informática SA.
DC3714	Apple, Inc.
DC3752	Ge
DC37D2	Hunan HKT Electronic Technology Co., Ltd
DC38E1	Juniper Networks
DC3979	Skyport Systems
DC3A5E	Roku, Inc.
DC3C2E	Manufacturing System Insights, Inc.
DC3C84	Ticom Geomatics, Inc.
DC3CF6	Atomic Rules LLC
DC3E51	Solberg & Andersen AS
DC3EF8	Nokia Corporation
DC415F	Apple, Inc.
DC4427	IEEE Registration Authority
DC446D	Allwinner Technology Co., Ltd
DC4517	ARRIS Group, Inc.
DC49C9	CASCO SIGNAL LTD
DC4A3E	Hewlett Packard
DC4D23	MRV Comunications
DC4EDE	SHINYEI TECHNOLOGY CO., LTD.
DC5360	Intel Corporate
DC537C	Compal Broadband Networks, Inc.
DC56E6	Shenzhen Bococom Technology Co.,LTD
DC5726	Power-One
DC5E36	Paterson Technology
DC60A1	Teledyne DALSA Professional Imaging
DC647C	C.R.S. iiMotion GmbH
DC64B8	Shenzhen JingHanDa Electronics Co.Ltd
DC663A	Apacer Technology Inc.
DC6672	Samsung Electronics Co.,Ltd
DC6DCD	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
DC6F00	Livescribe, Inc.
DC6F08	Bay Storage Technology
DC7014	Private
DC7144	SAMSUNG ELECTRO MECHANICS CO., LTD.
DC7834	LOGICOM SA
DC7B94	Cisco Systems, Inc
DC7FA4	2Wire Inc
DC825B	JANUS, spol. s r.o.
DC82F6	Iport
DC85DE	AzureWave Technology Inc.
DC86D8	Apple, Inc.
DC9A8E	Nanjing Cocomm electronics co., LTD
DC9B1E	Intercom, Inc.
DC9B9C	Apple, Inc.
DC9C52	Sapphire Technology Limited.
DC9C9F	Shenzhen YOUHUA Technology Co., Ltd
DC9FA4	Nokia Corporation
DC9FDB	Ubiquiti Networks Inc.
DCA3AC	RBcloudtech
DCA4CA	Apple, Inc.
DCA5F4	Cisco Systems, Inc
DCA6BD	Beijing Lanbo Technology Co., Ltd.
DCA7D9	Compressor Controls Corp
DCA8CF	New Spin Golf, LLC.
DCA904	Apple, Inc.
DCA971	Intel Corporate
DCA989	Macandc
DCAD9E	GreenPriz
DCAE04	CELOXICA Ltd
DCB058	Bürkert Werke GmbH
DCB3B4	Honeywell Environmental & Combustion Controls (Tianjin) Co., Ltd.
DCB4C4	Microsoft XCG
DCBF90	HUIZHOU QIAOXING TELECOMMUNICATION INDUSTRY CO.,LTD.
DCC0DB	Shenzhen Kaiboer Technology Co., Ltd.
DCC0EB	ASSA ABLOY CÔTE PICARDE
DCC101	SOLiD Technologies, Inc.
DCC422	Systembase Limited
DCC622	BUHEUNG SYSTEM
DCC64B	HUAWEI TECHNOLOGIES CO.,LTD
DCC793	Nokia Corporation
DCCBA8	Explora Technologies Inc
DCCE41	FE GLOBAL HONG KONG LIMITED
DCCEBC	Shenzhen JSR Technology Co.,Ltd.
DCCEC1	Cisco Systems, Inc
DCCF94	Beijing Rongcheng Hutong Technology Co., Ltd.
DCCF96	Samsung Electronics Co.,Ltd
DCD0F7	Bentek Systems Ltd.
DCD255	Kinpo Electronics, Inc.
DCD2FC	HUAWEI TECHNOLOGIES CO.,LTD
DCD321	HUMAX Co., Ltd.
DCD52A	Sunny Heart Limited
DCD87C	Beijing Jingdong Century Trading Co., LTD.
DCD87F	Shenzhen JoinCyber Telecom Equipment Ltd
DCD916	HUAWEI TECHNOLOGIES CO.,LTD
DCDA4F	GETCK TECHNOLOGY,  INC
DCDB70	Tonfunk Systementwicklung und Service GmbH
DCDC07	TRP Systems BV
DCDECA	Akyllor
DCE026	Patrol Tag, Inc
DCE1AD	Shenzhen Wintop Photoelectric Technology Co., Ltd
DCE2AC	Lumens Digital Optics Inc.
DCE578	Experimental Factory of Scientific Engineering and Special Design Department
DCE71C	AUG Elektronik GmbH
DCE838	CK Telecom (Shenzhen) Limited
DCEB94	Cisco Systems, Inc
DCEC06	Heimi Network Technology Co., Ltd.
DCEE06	HUAWEI TECHNOLOGIES CO.,LTD
DCEF09	Netgear
DCEFCA	Murata Manufacturing Co., Ltd.
DCF05D	Letta Teknoloji
DCF090	Private
DCF110	Nokia Corporation
DCF755	Sitronik
DCF858	Lorent Networks, Inc.
DCFAD5	STRONG Ges.m.b.H.
DCFB02	BUFFALO.INC
DCFE07	PEGATRON CORPORATION
DCFE18	TP-LINK TECHNOLOGIES CO.,LTD.
E00370	ShenZhen Continental Wireless Technology Co., Ltd.
E005C5	TP-LINK TECHNOLOGIES CO.,LTD.
E006E6	Hon Hai Precision Ind. Co.,Ltd.
E0071B	Hewlett Packard Enterprise
E00B28	Inovonics
E00C7F	Nintendo Co., Ltd.
E00DB9	Cree, Inc.
E00EDA	Cisco Systems, Inc
E0107F	Ruckus Wireless
E0143E	Modoosis Inc.
E01877	FUJITSU LIMITED
E0191D	HUAWEI TECHNOLOGIES CO.,LTD
E01AEA	Allied Telesis, Inc.
E01C41	Aerohive Networks Inc.
E01CEE	Bravo Tech, Inc.
E01D38	Beijing HuaqinWorld Technology Co.,Ltd
E01D3B	Cambridge Industries(Group) Co.,Ltd.
E01E07	Anite Telecoms  US. Inc
E01F0A	Xslent Energy Technologies. LLC
E02202	ARRIS Group, Inc.
E0247F	HUAWEI TECHNOLOGIES CO.,LTD
E02538	Titan Pet Products
E02630	Intrigue Technologies, Inc.
E02636	Nortel Networks
E0271A	TtcNext-               # TTC Next-generation Home Network System WG
E02861	HUAWEI TECHNOLOGIES CO.,LTD
E0286D	AVM Audiovisuelles Marketing und Computersysteme GmbH
E02A82	Universal Global Scientific Industrial Co., Ltd.
E02CB2	Lenovo Mobile Communication (Wuhan) Company Limited
E02CF3	MRS Electronic GmbH
E02F6D	Cisco Systems, Inc
E03005	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
E0319E	Valve Corporation
E031D0	SZ Telstar CO., LTD
E034E4	Feit Electric Company, Inc.
E03560	Challenger Supply Holdings, LLC
E03676	HUAWEI TECHNOLOGIES CO.,LTD
E036E3	Stage One International Co., Ltd.
E037BF	Wistron Neweb Corporation
E039D7	Plexxi, Inc.
E03C5B	SHENZHEN JIAXINJIE ELECTRON CO.,LTD
E03E44	Broadcom
E03E4A	Cavanagh Group International
E03E7D	data-complex GmbH
E03F49	ASUSTek COMPUTER INC.
E04136	MitraStar Technology Corp.
E043DB	Shenzhen ViewAt Technology Co.,Ltd.
E0469A	Netgear
E048AF	Premietech Limited
E04B45	Hi-P Electronics Pte Ltd
E04F43	Universal Global Scientific Industrial Co., Ltd.
E04FBD	SICHUAN TIANYI COMHEART TELECOMCO.,LTD
E0508B	Zhejiang Dahua Technology Co., Ltd.
E05124	NXP Semiconductors
E05163	Arcadyan Corporation
E0553D	Cisco Meraki
E05597	Emergent Vision Technologies Inc.
E056F4	AxesNetwork Solutions inc.
E0589E	Laerdal Medical
E05B70	Innovid, Co., Ltd.
E05DA6	Detlef Fink Elektronik & Softwareentwicklung
E05F45	Apple, Inc.
E05FB9	Cisco Systems, Inc
E06066	Sercomm Corporation
E061B2	HANGZHOU ZENOINTEL TECHNOLOGY CO., LTD
E06290	Jinan Jovision Science & Technology Co., Ltd.
E063E5	Sony Mobile Communications AB
E064BB	DigiView S.r.l.
E06678	Apple, Inc.
E067B3	C-Data Technology Co., Ltd
E0686D	Raybased AB
E06995	PEGATRON CORPORATION
E0750A	ALPS ELECTRIC CO.,LTD.
E0757D	Motorola Mobility LLC, a Lenovo Company
E076D0	AMPAK Technology, Inc.
E078A3	Shanghai Winner Information Technology Co.,Inc
E07C13	zte corporation
E07C62	Whistle Labs, Inc.
E07F53	TECHBOARD SRL
E07F88	EVIDENCE Network SIA
E08177	GreenBytes, Inc.
E087B1	Nata-Info Ltd.
E0885D	Technicolor CH USA Inc.
E0899D	Cisco Systems, Inc
E08A7E	Exponent
E08E3C	Aztech Electronics Pte Ltd
E08FEC	REPOTEC CO., LTD.
E09153	XAVi Technologies Corp.
E091F5	Netgear
E09467	Intel Corporate
E09579	ORTHOsoft inc, d/b/a Zimmer CAS
E09796	HUAWEI TECHNOLOGIES CO.,LTD
E097F2	Atomax Inc.
E09861	Motorola Mobility LLC, a Lenovo Company
E09971	Samsung Electronics Co.,Ltd
E09D31	Intel Corporate
E09DB8	PLANEX COMMUNICATIONS INC.
E09DFA	Wanan Hongsheng Electronic Co.Ltd
E0A198	NOJA Power Switchgear Pty Ltd
E0A1D7	Sfr
E0A30F	Pevco
